height,weight,highestEducation,wages,drinkingOrSmoke,Appearance,dressStyle,lovers,sports,tatoo,houses,hookUp,judgement
176.6,65.2,1,2,0,3,2,1,0,0,1,0,0
171.2,66.9,2,3,1,5,2,1,2,0,1,0,0
172.3,65.3,2,2,0,5,2,2,1,0,1,0,0
176.0,72.8,2,3,3,6,1,0,1,0,2,0,1
173.1,59.5,2,2,0,6,3,1,1,6,0,3,1
174.1,70.1,3,3,0,4,3,1,0,0,2,0,1
179.2,64.4,1,2,1,3,2,1,2,0,0,1,1
176.8,70.1,2,5,3,6,1,0,2,0,0,1,2
172.8,69.7,2,2,1,4,3,1,1,0,2,0,1
168.9,56.7,3,3,1,5,3,0,1,10,0,0,0
166.3,65.1,1,2,3,5,1,1,0,0,0,0,0
177.6,62.9,2,2,1,4,3,0,1,0,1,1,0
168.6,73.2,1,3,3,6,3,3,0,7,1,1,1
161.0,60.6,2,3,1,5,1,1,1,0,2,0,1
173.1,57.2,3,2,1,6,2,1,0,0,1,3,1
184.5,68.5,2,2,1,5,1,1,1,0,0,0,0
176.0,64.6,2,1,3,4,1,1,0,0,3,1,2
163.8,61.8,4,2,3,3,3,3,1,0,0,2,0
167.8,53.1,1,2,1,6,3,0,1,10,1,0,1
168.3,61.2,1,2,1,5,3,0,1,0,1,1,0
171.9,71.1,3,1,2,5,2,1,0,0,3,0,2
180.9,62.1,1,2,0,5,3,0,0,0,2,0,1
172.0,54.7,4,0,1,4,2,3,2,7,0,0,0
173.0,57.1,1,2,0,6,2,1,2,0,0,0,1
173.1,62.4,1,0,2,6,1,1,1,0,1,0,1
174.0,63.7,2,4,1,5,1,1,2,3,1,0,1
171.2,70.9,0,3,1,6,2,3,2,9,0,3,1
167.2,75.3,2,2,1,5,1,3,1,0,0,0,0
180.3,59.9,4,4,3,7,1,1,2,0,0,0,2
173.6,64.6,3,1,3,5,3,0,0,0,3,1,2
180.6,63.6,3,4,0,4,3,1,0,4,0,1,1
183.4,65.2,2,0,0,6,2,1,0,4,1,0,1
177.7,61.1,1,0,2,5,3,1,2,3,1,0,0
177.9,62.2,2,3,3,7,3,1,0,0,1,0,2
175.3,71.4,1,3,1,4,3,1,1,1,0,0,0
167.0,69.4,3,0,1,5,1,1,1,0,1,0,0
174.8,65.6,1,4,3,4,1,1,0,1,3,0,2
176.1,64.7,2,5,3,5,2,1,0,6,0,0,2
174.5,69.7,3,0,0,5,3,1,2,2,1,0,0
176.1,73.1,2,2,1,4,3,1,1,0,1,1,0
171.8,64.1,1,2,1,6,2,1,0,8,2,0,1
166.6,70.5,1,2,1,5,2,0,1,5,1,0,0
176.3,60.2,2,2,3,4,1,1,1,2,0,0,0
171.8,59.8,2,2,0,6,3,0,2,0,0,0,1
171.3,68.9,2,2,1,6,1,2,3,0,1,0,1
176.6,56.4,2,2,1,6,3,1,1,0,1,0,1
169.2,63.0,2,3,1,4,2,0,0,1,0,0,0
173.0,69.8,0,0,3,6,2,1,0,1,0,0,1
178.2,54.6,0,1,3,5,1,2,1,0,1,0,0
170.0,67.3,1,2,0,5,1,1,1,2,2,2,1
172.3,67.3,1,1,1,4,2,0,1,0,1,0,0
168.5,64.7,1,4,3,5,2,0,1,0,0,1,1
165.1,75.4,2,3,1,6,1,1,2,8,1,0,1
175.1,62.6,2,2,1,4,2,1,2,2,3,0,2
176.0,67.6,1,5,1,6,3,3,1,7,1,0,2
176.1,71.2,1,2,0,5,3,3,1,0,1,0,0
175.1,59.6,2,3,1,6,1,1,1,0,0,3,1
174.7,50.6,2,0,0,7,2,1,3,0,0,0,2
177.9,62.7,2,2,3,4,3,1,2,0,1,0,0
175.7,66.8,3,4,1,6,3,0,3,9,2,0,1
175.2,54.3,1,2,0,5,1,1,1,0,0,0,0
172.8,69.1,2,2,1,4,1,0,1,0,1,1,0
177.7,72.9,2,2,2,6,3,1,1,6,2,0,1
173.3,60.1,2,2,0,6,1,1,2,0,0,1,1
179.0,62.3,2,2,0,5,2,1,1,0,1,0,0
171.1,66.0,1,2,1,3,2,0,1,0,1,0,0
168.0,67.4,2,2,1,6,3,0,1,0,1,0,1
185.3,57.4,4,1,1,6,3,0,1,7,0,0,1
187.6,62.0,2,0,0,5,1,1,1,0,1,1,0
178.3,72.1,3,2,0,6,1,1,1,9,0,0,1
167.0,60.6,2,5,1,5,2,0,0,9,0,1,2
175.1,65.7,2,2,3,3,1,1,1,0,1,0,0
181.6,52.3,2,0,3,4,3,0,2,0,2,0,1
179.4,66.5,2,0,1,7,2,2,3,8,2,0,2
167.8,69.6,2,1,1,4,2,0,0,0,1,0,0
174.7,75.1,2,2,3,4,1,1,1,0,0,0,0
176.6,66.9,2,2,1,6,3,3,1,0,0,0,1
166.6,62.1,1,2,1,5,2,1,0,0,0,0,0
180.9,60.8,2,2,3,6,3,2,1,0,0,0,1
171.3,58.0,2,2,0,5,3,0,3,0,0,0,0
174.6,57.8,0,2,3,4,3,1,2,0,0,3,0
173.0,63.2,2,2,1,6,2,1,1,2,0,3,1
173.7,63.2,1,2,2,4,1,2,3,4,2,0,1
177.1,65.3,1,2,0,5,2,0,1,0,0,3,0
172.5,64.6,1,3,1,5,3,1,2,0,1,0,0
168.4,70.4,2,0,0,5,3,1,3,0,2,0,1
185.3,66.7,2,2,1,4,2,1,2,3,0,0,0
187.3,60.2,2,1,1,4,2,1,3,0,0,0,2
179.5,58.1,0,5,1,5,3,2,2,0,0,0,2
169.8,60.9,2,4,1,3,3,0,0,0,1,1,1
179.1,68.1,2,2,1,5,1,1,1,0,0,1,0
174.7,65.7,2,1,0,3,3,2,3,5,0,3,0
175.8,67.3,1,1,1,6,1,1,1,0,0,0,1
178.0,54.2,2,2,1,4,2,2,1,0,0,0,0
170.0,57.6,2,2,0,5,2,1,2,0,0,1,1
172.0,62.2,1,2,3,6,3,1,1,6,0,0,1
176.4,60.2,2,2,1,5,1,1,1,0,0,0,0
176.7,69.4,3,2,1,4,1,1,2,9,0,0,0
160.7,67.1,2,2,1,5,2,0,0,0,0,0,0
163.6,64.6,4,2,3,4,1,0,2,3,1,0,0
183.6,64.0,2,3,1,5,1,1,0,0,0,0,0
179.2,56.1,1,3,0,3,1,1,0,0,1,0,0
176.2,65.7,1,3,3,5,3,0,0,7,0,0,0
167.6,55.8,4,2,0,6,1,1,2,0,0,0,1
175.7,62.5,2,3,0,5,1,1,2,7,0,0,0
169.5,65.1,2,4,1,3,1,1,1,6,0,0,1
180.3,70.2,0,2,1,7,2,0,0,4,0,0,2
182.1,59.7,2,2,0,5,3,1,0,2,0,0,0
173.1,60.7,1,2,1,6,3,2,1,5,1,0,1
179.5,60.9,3,4,1,4,1,0,0,0,0,0,1
171.6,65.9,1,1,2,5,1,0,1,6,2,1,1
169.4,76.3,1,0,0,4,1,3,0,0,0,0,0
177.2,64.0,1,2,1,3,1,0,2,0,1,0,0
171.6,72.5,2,1,1,6,1,0,2,0,1,0,1
183.3,62.2,1,0,1,5,3,1,2,8,1,0,0
163.4,63.8,3,2,0,6,1,0,3,0,1,1,1
176.6,62.7,1,2,1,5,1,1,3,0,2,0,1
172.7,64.7,2,2,1,6,3,0,1,0,2,0,1
179.9,67.7,4,2,3,5,1,0,1,0,0,0,0
175.9,56.0,0,2,2,6,2,2,2,6,1,0,1
179.7,59.1,0,2,0,7,3,1,2,0,0,0,2
178.6,67.1,1,1,1,3,3,1,1,0,0,0,0
164.4,62.1,2,0,1,4,2,1,0,4,1,1,0
173.4,66.5,1,2,0,6,1,1,0,0,0,0,1
173.1,62.3,3,2,1,5,2,2,2,0,1,3,0
164.2,65.4,2,2,1,7,3,0,1,10,0,0,2
168.7,59.9,2,3,0,5,1,0,1,0,2,0,1
180.2,65.2,3,4,3,5,2,2,3,0,1,1,1
170.2,61.3,2,0,3,6,3,1,0,8,0,0,1
164.0,64.2,2,0,1,4,3,1,1,0,0,0,0
170.8,67.3,3,1,1,4,3,0,3,0,0,0,0
178.5,59.9,2,3,1,5,1,2,1,5,1,0,0
177.7,61.7,3,2,3,5,2,1,1,8,2,0,1
179.2,70.9,2,2,2,3,3,1,3,2,0,0,0
174.2,71.5,1,4,3,5,1,1,1,0,0,0,1
184.7,56.7,2,2,1,5,3,1,1,0,1,0,0
168.2,52.9,2,4,3,4,1,1,1,10,0,0,1
176.8,70.6,1,0,1,5,2,1,2,0,0,0,0
170.7,65.7,1,2,0,5,3,0,1,0,2,0,1
184.4,52.9,2,2,1,4,2,2,1,0,0,0,0
167.7,57.2,1,2,0,5,3,0,3,0,1,0,0
171.3,61.4,0,2,1,3,1,0,2,0,1,0,0
174.7,70.9,2,0,0,7,3,3,1,0,0,1,2
173.2,67.8,4,0,0,5,2,1,0,0,1,0,0
174.6,70.9,2,1,0,5,2,2,1,0,1,0,0
185.0,57.5,4,3,0,7,3,1,3,8,0,0,2
173.8,63.6,1,0,1,4,2,2,1,8,1,0,0
169.2,60.7,1,2,0,5,1,1,1,6,1,1,0
166.5,63.7,3,4,1,6,3,1,1,6,1,0,1
171.1,68.3,1,2,1,5,3,0,1,2,1,3,0
176.3,69.5,1,2,0,5,3,0,1,0,0,0,0
172.8,64.7,2,2,1,4,1,1,0,4,1,0,0
169.7,58.0,2,2,1,5,1,1,0,0,1,0,0
173.3,70.5,1,0,3,4,3,1,1,0,1,0,0
176.8,52.2,2,4,3,5,3,1,1,0,2,1,1
173.4,64.7,1,2,1,5,3,0,0,0,2,0,1
183.3,61.1,4,3,1,5,2,1,2,0,1,0,0
174.7,65.0,0,0,1,6,3,0,1,0,1,1,1
171.2,63.3,1,2,1,4,3,1,3,0,0,0,0
171.0,69.3,2,0,3,5,3,1,0,9,0,0,0
174.9,71.6,2,2,1,7,2,3,0,8,2,0,2
180.5,63.3,1,2,1,3,2,1,1,0,1,0,0
181.2,63.5,1,1,3,4,1,3,3,0,0,0,0
171.6,59.2,1,1,2,3,1,1,2,0,0,0,0
176.8,64.7,4,2,0,4,1,0,2,0,2,0,1
178.1,62.0,1,0,3,8,3,2,1,0,0,0,2
172.1,58.8,3,3,0,4,1,1,0,10,1,0,0
163.2,65.7,2,5,1,4,3,1,1,0,0,0,2
174.1,57.8,2,2,0,4,1,1,0,0,0,1,0
180.2,67.2,2,0,3,5,1,0,0,0,2,0,1
175.6,60.3,2,4,1,5,3,2,1,0,1,1,1
170.8,64.5,1,0,3,4,3,1,1,0,1,1,0
175.3,57.0,2,2,1,6,3,2,1,0,0,0,1
168.4,71.3,2,2,1,6,2,1,1,0,1,0,1
180.4,59.1,2,4,0,7,1,2,1,3,1,0,2
175.6,58.2,1,2,1,6,1,0,0,0,2,1,1
177.0,63.2,2,1,0,7,2,2,1,0,2,0,2
178.7,71.6,1,2,0,5,1,0,0,0,0,0,0
173.4,70.0,3,2,3,3,3,0,3,3,0,0,0
170.4,58.0,2,2,3,5,3,2,1,0,3,0,2
173.1,74.3,2,1,2,5,1,1,0,0,1,0,0
165.8,51.6,4,2,1,4,3,0,3,0,1,0,0
179.8,62.7,2,4,1,5,3,2,1,0,1,0,1
182.5,62.6,2,2,1,7,3,2,3,0,1,0,2
165.0,65.2,1,2,0,3,3,0,1,8,0,0,0
178.5,64.2,3,2,1,6,3,1,2,7,0,0,1
179.1,62.2,1,4,1,4,2,0,2,0,1,0,1
177.3,67.9,2,2,2,5,3,2,2,0,1,0,0
171.7,62.8,1,2,1,8,3,0,1,0,0,0,2
169.6,55.9,0,2,1,4,1,1,2,10,1,0,0
173.0,60.5,2,5,1,7,3,1,3,0,3,0,2
171.3,65.8,1,2,1,4,1,2,1,0,3,1,2
162.8,68.3,1,2,1,5,1,0,2,7,1,1,0
162.3,57.1,0,2,2,7,1,1,1,5,2,0,2
175.0,60.6,2,3,1,3,1,1,1,0,3,1,2
175.1,61.0,1,1,1,4,1,3,1,7,1,0,0
166.9,63.2,1,3,1,5,2,1,1,0,1,0,0
174.5,65.7,2,4,1,5,1,1,1,0,2,0,1
171.7,64.7,1,2,1,4,3,0,3,6,0,1,1
165.1,64.2,1,3,1,2,3,0,1,0,1,0,0
171.3,68.1,1,4,1,5,2,0,2,6,1,0,1
172.5,56.2,2,3,2,4,3,1,1,0,1,1,0
172.8,63.6,1,1,3,5,2,0,2,0,1,0,0
170.9,62.2,0,2,2,6,2,0,3,4,0,0,1
173.6,70.5,1,4,1,6,3,1,2,8,1,1,1
174.4,63.4,1,2,0,6,3,0,1,0,2,0,1
173.5,66.3,2,0,0,4,1,1,0,0,3,0,2
177.0,68.7,3,2,1,5,2,1,1,0,0,0,0
173.7,66.6,1,2,3,5,1,1,1,10,1,0,0
173.1,66.7,2,2,1,3,3,0,1,2,0,1,0
183.2,68.7,3,2,1,4,2,1,1,0,1,0,0
169.8,61.9,1,2,1,5,2,1,0,6,0,0,0
169.4,64.2,1,0,1,7,3,1,2,0,2,1,2
175.1,69.7,2,2,0,5,3,2,1,0,0,1,0
167.2,54.7,1,3,2,4,2,1,2,0,0,2,0
172.5,57.4,4,2,0,6,2,0,1,0,0,0,1
175.4,70.5,4,2,3,5,3,2,0,0,0,0,0
169.1,67.5,2,1,1,7,3,2,0,0,0,1,2
178.7,62.3,2,2,1,5,3,1,0,0,1,0,0
167.3,71.1,1,2,3,4,3,1,1,0,0,0,0
177.4,60.3,2,2,1,4,2,1,0,0,0,1,0
176.5,61.0,2,2,1,3,1,1,3,0,0,2,0
186.3,66.9,1,2,1,5,2,1,3,0,0,0,2
181.1,64.4,2,3,3,3,1,1,1,0,1,1,0
168.1,56.3,2,1,0,4,2,1,2,0,1,1,0
176.1,66.9,1,5,0,4,3,1,1,5,1,0,2
174.7,57.6,2,1,1,7,3,0,3,1,1,1,2
176.5,64.0,3,2,3,4,3,1,0,5,1,0,0
168.3,58.5,1,2,2,6,2,1,0,0,0,0,1
174.7,62.6,4,2,3,5,2,2,0,7,0,0,0
181.7,60.2,2,4,0,5,3,0,0,0,0,1,1
165.2,75.6,3,2,3,5,1,1,1,1,2,1,1
178.4,69.6,1,2,1,6,2,2,1,0,2,0,1
173.6,65.6,2,2,3,4,1,1,2,0,2,0,1
180.0,61.5,1,2,3,4,1,1,2,7,1,0,0
174.3,62.6,2,0,1,7,1,0,0,0,2,1,2
169.0,62.4,2,2,1,7,3,1,1,0,1,0,2
179.6,61.8,1,1,1,5,3,0,3,0,1,0,0
161.4,64.3,2,0,0,4,1,3,1,4,1,1,0
167.5,62.9,2,2,1,5,2,2,2,4,0,1,0
173.6,62.0,1,2,0,5,3,1,1,8,0,0,0
174.9,63.0,1,0,1,4,2,2,0,0,0,0,0
171.6,62.0,2,2,1,4,1,3,1,0,0,0,0
174.2,53.2,1,1,1,5,1,1,0,0,1,0,0
170.3,55.4,0,4,1,5,2,1,0,0,1,2,1
170.6,56.0,1,0,1,5,2,2,0,0,1,0,0
170.2,71.1,2,0,1,6,1,0,0,0,3,1,2
177.4,57.1,2,2,3,5,3,1,1,0,1,0,0
177.8,66.3,2,2,3,6,2,0,2,10,0,0,1
179.8,67.6,1,2,1,7,2,1,0,0,2,0,2
167.3,62.3,1,2,3,5,3,0,0,0,2,0,1
177.3,59.1,2,5,1,4,3,1,0,0,1,0,2
174.6,59.6,3,2,1,5,3,1,2,7,2,1,1
163.8,62.3,2,4,1,5,2,0,1,0,1,1,1
173.5,61.5,2,2,0,6,3,2,3,0,0,0,1
170.1,57.6,3,2,3,6,1,2,2,0,0,2,1
170.9,65.0,2,5,1,7,2,0,3,9,1,1,2
166.9,57.8,4,0,1,4,3,0,0,8,1,3,0
177.4,65.2,3,2,2,5,2,1,3,0,0,1,1
183.4,64.5,1,2,3,5,2,2,1,0,0,0,0
175.6,68.9,2,3,0,5,1,0,1,10,3,0,2
171.9,63.6,4,0,1,6,3,1,2,1,1,0,1
176.5,52.5,2,2,3,5,3,3,1,0,0,0,0
170.6,68.0,2,2,1,4,2,0,1,0,0,1,0
167.1,66.0,1,3,0,6,2,1,1,0,3,0,2
165.0,63.7,1,2,2,6,2,0,1,0,1,1,1
167.1,59.2,4,0,1,4,2,0,2,0,2,1,1
177.9,58.8,0,0,2,4,1,1,3,0,2,1,1
173.5,65.4,2,2,1,5,2,1,1,8,1,0,0
181.7,55.1,3,2,1,5,1,1,2,8,1,0,0
172.7,65.8,2,2,1,4,2,1,3,0,0,1,1
176.8,63.9,1,2,1,3,3,0,1,2,2,0,1
171.3,65.0,1,1,0,4,3,0,0,10,0,1,0
171.8,60.7,2,0,3,5,3,0,0,9,1,0,0
181.3,66.4,1,0,3,5,1,1,0,0,0,0,0
175.6,64.1,1,2,3,5,1,0,2,2,1,1,0
175.5,71.4,2,4,1,6,2,1,0,9,0,0,1
184.9,60.6,2,5,1,5,3,1,2,0,0,0,2
183.6,66.0,1,0,3,4,3,1,0,0,2,1,1
172.1,68.9,2,1,0,6,2,1,2,7,0,0,1
177.3,67.1,2,3,1,4,1,2,1,0,2,1,1
169.6,60.4,1,2,1,4,1,2,3,7,0,0,0
172.3,58.4,0,2,3,6,2,0,1,4,1,0,1
176.4,65.3,1,0,1,5,3,1,2,0,0,0,0
173.8,61.9,2,1,3,6,3,1,0,0,0,0,1
178.2,74.4,1,0,1,5,3,1,1,0,1,1,0
167.1,69.5,2,4,3,6,1,1,3,0,1,0,1
175.7,67.3,3,0,1,6,2,2,0,0,3,1,2
174.4,64.8,2,2,0,7,3,3,1,6,3,0,2
174.1,66.5,3,2,1,4,3,3,0,0,0,0,0
179.5,58.1,2,0,1,7,2,0,1,0,1,0,2
174.6,63.0,2,2,3,6,2,1,3,8,1,0,1
180.4,72.5,3,1,0,5,2,0,1,0,1,1,0
178.4,67.2,2,1,2,6,2,1,0,0,2,0,1
174.4,60.5,2,0,1,3,1,0,2,3,1,1,1
183.8,54.0,1,2,2,4,2,0,1,0,1,0,0
166.9,72.1,2,4,1,5,2,0,1,3,1,0,1
174.6,63.9,2,2,1,5,3,2,1,8,1,0,0
173.6,62.1,2,2,3,6,1,1,1,0,3,1,2
168.8,67.7,2,2,0,5,1,0,0,0,0,0,0
174.0,57.8,0,2,2,6,3,1,1,0,0,0,1
165.5,72.0,2,0,2,5,3,1,0,0,3,0,2
172.8,68.8,3,1,1,6,3,1,0,0,0,1,1
169.4,60.5,1,2,1,4,3,0,2,0,0,0,0
175.0,72.7,1,2,0,4,1,2,3,0,1,2,0
174.8,60.0,2,2,2,7,2,1,1,0,1,0,2
175.6,66.2,0,2,0,5,1,1,0,0,1,0,0
170.6,59.2,3,1,3,6,3,0,1,3,1,1,1
177.0,59.0,2,4,0,5,2,2,0,0,0,0,1
181.6,60.4,2,5,1,5,3,1,1,1,1,1,2
176.4,67.9,1,0,1,5,1,1,2,6,0,0,0
181.1,58.2,2,2,1,5,3,0,2,5,1,0,0
168.2,65.2,2,1,0,6,1,1,1,2,0,0,1
177.1,69.3,2,3,0,6,2,1,0,8,0,1,1
180.6,79.0,2,2,2,5,1,1,0,0,0,0,0
162.6,57.3,1,4,2,5,1,1,0,0,0,0,1
178.4,65.0,3,2,1,4,2,2,1,6,1,0,0
179.6,63.5,4,0,1,3,3,1,1,0,1,0,0
164.7,52.3,3,2,2,5,2,1,0,0,1,0,0
178.1,66.2,0,0,0,6,1,1,2,0,1,1,1
172.9,60.0,2,1,1,4,1,2,1,0,0,0,0
175.0,65.6,0,2,1,6,3,0,3,1,0,0,1
168.6,65.3,2,4,2,6,1,2,0,0,0,0,1
171.1,67.8,2,3,2,6,1,0,2,0,0,0,1
176.4,60.7,2,2,0,6,1,1,1,0,2,0,1
169.0,59.1,2,0,1,5,1,0,1,0,1,1,0
177.8,67.4,2,1,3,5,1,0,0,0,1,0,0
175.8,57.9,2,0,0,4,1,1,2,0,0,0,0
175.3,59.4,2,3,2,5,3,0,3,0,3,0,2
168.2,55.4,3,0,2,5,1,2,1,0,2,0,1
172.9,69.1,2,0,0,5,1,0,3,0,1,0,0
171.7,59.8,1,1,3,7,2,2,0,0,1,0,2
178.1,59.5,1,2,1,4,2,0,1,0,0,0,0
169.6,59.8,1,2,3,6,3,2,1,0,2,0,1
169.1,60.2,2,1,1,5,1,1,2,0,1,0,0
175.3,65.7,2,2,0,6,3,1,1,0,2,0,1
175.4,74.4,4,4,1,5,3,1,0,5,1,0,1
169.6,55.9,2,0,1,4,3,1,1,0,0,1,0
169.0,63.0,1,3,1,6,3,0,0,0,1,0,1
179.1,57.0,2,2,1,7,1,1,2,0,0,0,2
177.0,54.4,2,2,0,3,3,0,2,2,1,0,0
165.4,69.0,3,1,1,5,1,1,0,0,2,0,1
165.0,66.8,3,2,1,6,3,1,2,7,2,0,1
170.3,65.6,2,2,0,4,3,1,2,7,1,1,1
177.9,61.5,2,2,3,4,1,1,2,4,0,0,0
161.1,67.3,0,2,0,6,1,1,1,0,0,0,1
167.8,60.7,2,3,3,6,3,1,1,7,0,0,1
177.0,63.6,1,4,1,4,1,0,2,6,2,0,1
166.0,59.1,2,3,3,6,2,1,1,0,0,1,1
175.9,71.3,2,3,1,7,1,0,0,0,2,0,2
181.9,60.9,3,1,2,4,1,2,1,0,0,1,0
177.5,74.9,2,2,1,6,1,1,3,0,2,0,1
174.9,62.0,2,0,3,3,1,0,2,1,0,2,0
166.2,64.0,1,3,0,5,3,0,1,1,1,0,0
171.9,57.3,2,2,1,6,2,0,1,0,0,0,1
177.9,62.2,1,1,1,6,3,0,3,0,3,0,2
174.0,62.8,2,2,1,7,3,0,1,0,0,0,2
178.1,71.8,1,2,2,7,2,2,1,0,0,0,2
173.9,62.8,2,1,1,4,3,3,0,0,1,0,0
178.4,59.3,2,0,1,4,2,3,0,0,2,0,1
170.5,61.3,1,3,1,5,2,1,2,0,1,1,1
176.4,54.3,1,1,1,5,3,1,3,0,1,0,0
176.5,64.5,2,5,1,4,2,1,1,0,1,0,2
170.3,67.1,1,0,0,6,3,0,1,0,1,0,1
180.3,51.9,2,2,0,5,3,1,1,0,1,0,0
170.2,64.8,2,2,3,7,2,1,3,6,3,0,2
165.7,64.3,2,2,1,5,3,1,3,1,0,0,0
167.4,63.8,3,2,1,5,2,1,0,6,1,0,0
173.9,62.4,2,1,3,5,1,1,3,0,2,1,1
174.3,67.0,4,2,1,6,1,0,3,0,1,0,1
171.2,64.2,2,5,2,5,1,1,1,0,1,0,2
172.6,65.2,1,0,3,3,1,1,3,2,1,0,0
175.3,60.3,1,0,1,4,3,2,1,0,0,0,0
172.8,64.5,2,4,1,6,3,1,1,4,0,0,1
172.2,66.6,1,2,2,5,2,0,1,0,0,0,0
165.2,59.4,2,3,1,4,3,1,0,0,0,0,0
175.7,69.0,2,2,0,6,2,1,1,0,0,0,1
174.0,61.6,2,2,0,5,1,1,1,0,1,1,0
173.8,64.3,1,2,3,6,3,2,0,0,0,1,1
172.1,61.8,0,0,1,6,1,0,0,0,1,0,1
176.0,61.9,3,0,1,4,3,1,2,0,0,0,0
165.0,66.7,2,3,1,5,2,0,0,0,0,0,0
170.5,59.9,1,2,1,5,2,2,1,0,0,1,0
180.0,65.4,0,0,3,5,1,2,1,6,3,0,2
177.4,61.8,1,2,3,6,3,2,3,0,0,0,1
182.4,65.9,2,2,3,6,2,1,0,0,0,0,1
183.4,65.5,2,2,3,4,2,1,0,9,0,0,0
167.1,54.5,1,1,1,5,3,0,1,0,0,0,0
166.2,67.9,3,2,0,5,3,2,0,0,0,0,0
173.6,67.1,1,3,3,5,1,0,0,1,1,1,0
181.8,71.3,2,2,0,5,2,1,0,0,1,0,0
173.7,60.5,2,2,1,5,2,1,1,0,1,1,0
175.0,68.1,0,3,1,4,1,1,0,0,2,0,1
169.1,54.3,4,2,1,5,1,3,0,10,2,0,1
170.4,71.3,2,2,0,4,2,2,1,0,1,1,0
173.9,60.7,0,3,3,6,1,2,0,0,0,0,1
171.3,63.0,0,2,1,4,1,0,1,0,0,0,0
183.1,57.1,2,4,1,6,2,0,1,0,2,0,1
170.5,55.1,3,0,1,5,2,1,0,0,0,0,0
174.7,62.4,0,5,1,5,2,1,3,0,1,1,2
165.2,59.2,2,0,1,5,3,0,2,0,1,1,0
169.9,68.1,2,2,1,4,1,0,1,0,2,1,1
177.6,59.9,1,2,1,4,3,1,0,0,0,0,0
180.7,58.0,2,2,1,3,1,0,0,8,1,2,0
168.2,64.2,3,2,1,4,2,0,3,9,1,0,0
174.5,64.9,0,2,3,5,1,2,3,0,0,1,0
167.4,67.8,1,2,2,3,2,3,1,4,1,0,0
167.8,69.8,2,2,1,7,2,1,1,0,2,3,2
181.3,58.8,2,4,1,6,1,1,3,7,0,0,2
173.0,67.6,1,2,3,4,2,1,3,7,1,0,0
175.0,75.1,2,2,3,4,2,2,2,0,1,0,0
171.6,59.5,2,2,0,5,1,1,2,0,0,0,0
170.0,59.6,3,0,1,6,1,3,2,4,0,0,1
177.7,67.6,2,2,3,6,2,1,0,0,1,0,1
174.3,60.4,2,4,1,6,2,0,0,0,1,0,1
175.9,67.1,2,2,1,7,3,1,0,0,2,0,2
164.8,63.6,1,4,0,5,1,0,1,0,1,1,1
173.5,59.7,2,1,3,5,2,0,1,0,1,3,0
174.9,70.2,2,5,3,3,2,2,1,7,1,1,2
171.1,66.5,1,2,3,5,2,3,1,0,1,0,0
170.3,63.9,2,2,1,4,1,1,1,0,1,1,0
166.8,59.7,2,0,1,4,3,2,1,8,1,0,0
174.1,67.4,2,5,3,6,1,1,0,0,1,2,2
168.8,66.9,2,5,0,5,1,2,1,3,1,0,2
177.1,64.0,4,1,3,4,2,0,1,3,0,0,0
174.2,64.8,3,2,1,5,3,1,0,0,1,0,0
167.9,65.1,2,2,0,5,1,0,3,0,1,0,0
170.4,69.7,2,2,1,6,3,1,1,0,1,1,1
171.9,73.6,1,5,0,4,2,0,2,5,1,1,2
175.7,71.5,3,5,1,8,3,2,1,0,1,0,2
175.6,53.7,1,4,1,6,2,1,1,0,0,0,1
167.9,65.1,1,1,3,5,3,0,2,0,1,0,0
177.2,63.8,2,3,3,5,1,2,2,10,2,2,1
171.5,66.9,0,4,2,5,2,1,2,2,1,0,1
172.2,59.6,3,1,3,5,2,1,2,3,0,0,0
170.4,65.7,2,0,3,5,3,2,1,9,1,0,0
178.3,64.4,1,4,0,6,1,1,1,0,1,0,1
173.8,67.8,1,1,3,4,2,1,2,0,1,1,0
173.9,71.3,1,2,3,4,2,1,1,0,2,0,1
180.3,66.1,1,2,1,4,2,1,0,4,2,0,1
182.9,63.1,1,2,1,5,2,0,0,0,0,0,0
176.9,71.4,3,3,0,6,3,1,1,0,0,0,1
168.8,66.3,2,2,0,3,2,1,2,0,1,0,0
175.4,62.8,1,2,1,5,2,1,1,0,0,0,0
183.6,64.0,1,4,1,3,2,0,1,0,0,0,1
182.3,57.2,2,1,0,5,1,1,0,0,1,0,0
177.0,68.0,0,4,1,5,2,1,3,0,2,1,1
163.7,59.3,2,2,3,5,1,0,1,0,2,0,1
178.7,59.9,1,0,1,6,1,1,0,0,0,1,1
173.1,70.1,2,1,1,6,3,1,1,2,0,0,1
187.2,62.1,1,1,1,5,2,0,1,8,0,1,0
174.5,59.3,2,2,1,5,2,2,1,7,0,1,0
177.1,54.6,2,2,1,5,2,0,1,0,1,1,0
177.8,62.5,2,2,1,4,2,0,0,0,0,1,0
167.6,59.5,1,2,2,6,1,1,1,0,2,0,1
176.6,78.0,3,2,1,6,2,2,0,0,1,0,1
177.8,68.8,3,2,1,6,1,0,1,0,1,0,1
180.4,56.1,1,2,1,4,1,0,0,0,1,1,0
179.7,54.3,4,2,0,5,2,1,0,0,0,0,0
174.1,66.8,4,0,1,5,2,2,2,0,2,1,1
172.1,58.0,1,2,2,4,2,3,3,0,0,0,0
178.2,66.0,3,2,2,6,2,1,0,0,1,1,1
164.9,58.4,2,3,0,6,3,0,3,0,0,0,1
175.0,55.8,1,0,1,4,2,1,0,2,0,1,0
